date,vernacularname,day,month,year,decimallatitude,decimallongitude,province,country,protectedarea,roadsurface,scientificname,incidenttype,habitatgcategory
15/09/15,yellow mongoose,15,9,2015,-29.884802,24.412267,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
15/09/15,yellow mongoose,15,9,2015,-29.579912,24.125705,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
05/10/15,yellow mongoose,5,10,2015,-29.27755,24.477393,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
09/10/15,yellow mongoose,9,10,2015,-29.218418,24.382608,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
16/10/15,yellow mongoose,16,10,2015,-29.503865,24.266958,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
18/10/15,yellow mongoose,18,10,2015,-30.038758,24.146162,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
26/10/15,yellow mongoose,26,10,2015,-29.390455,24.372158,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
26/10/15,yellow mongoose,26,10,2015,-29.360058,24.400577,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
26/10/15,yellow mongoose,26,10,2015,-30.030343,24.151943,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
27/11/15,yellow mongoose,27,11,2015,-29.440508,24.997743,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
27/11/15,yellow mongoose,27,11,2015,-29.689953,24.820783,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
27/11/15,yellow mongoose,27,11,2015,-29.711152,24.807693,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
18/03/15,yellow mongoose,18,3,2015,NA,NA,Not given,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
14/01/15,yellow mongoose,14,1,2015,NA,NA,Not given,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
08/02/15,yellow mongoose,8,2,2015,-30.380334,24.096039,Not given,South Africa,No,Unpaved,Cynictis penicillata,Road Collision,Not given
09/02/15,yellow mongoose,9,2,2015,NA,NA,Not given,South Africa,No,Unpaved,Cynictis penicillata,Road Collision,Not given
10/02/15,yellow mongoose,10,2,2015,NA,NA,Not given,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
10/02/15,yellow mongoose,10,2,2015,NA,NA,Not given,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
10/02/15,yellow mongoose,10,2,2015,NA,NA,Not given,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
08/07/15,yellow mongoose,8,7,2015,-29.05398333,24.56008667,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
13/07/15,yellow mongoose,13,7,2015,-30.71987667,24.06783333,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
06/08/15,yellow mongoose,6,8,2015,-28.91293833,25.30596833,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
09/08/15,yellow mongoose,9,8,2015,-31.04233833,24.38770667,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
17/08/15,yellow mongoose,17,8,2015,-29.38854833,23.76794,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
18/08/15,yellow mongoose,18,8,2015,-29.11765833,22.04444833,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
21/08/15,yellow mongoose,21,8,2015,-29.886,24.25486167,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
29/08/15,yellow mongoose,29,8,2015,-29.11667,24.58609,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
05/09/15,yellow mongoose,5,9,2015,-28.97238667,26.31545333,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
05/09/15,yellow mongoose,5,9,2015,-29.175125,25.888555,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
15/09/15,yellow mongoose,15,9,2015,-29.88480167,24.41226667,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
15/09/15,yellow mongoose,15,9,2015,-29.57991167,24.125705,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
05/10/15,yellow mongoose,5,10,2015,-29.27755,24.47739333,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
09/10/15,yellow mongoose,9,10,2015,-29.21841833,24.38260833,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
16/10/15,yellow mongoose,16,10,2015,-29.503865,24.26695833,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
18/10/15,yellow mongoose,18,10,2015,-30.03875833,24.14616167,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
26/10/15,yellow mongoose,26,10,2015,-29.390455,24.37215833,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
26/10/15,yellow mongoose,26,10,2015,-29.36005833,24.40057667,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
26/10/15,yellow mongoose,26,10,2015,-30.03034333,24.15194333,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
01/02/16,aardwolf,1,2,2016,NA,NA,North West,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
14/01/16,aardwolf,14,1,2016,-24.6446,28.5954,Limpopo,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
23/01/16,aardwolf,23,1,2016,-29.1729,25.3286,Free State,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
23/01/16,aardwolf,23,1,2016,-29.2809,25.146,Free State,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
15/02/16,aardwolf,15,2,2016,-29.5786,24.1283,Northern Cape,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
29/02/16,aardwolf,29,2,2016,-29.1245,25.4527,Free State,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
01/03/16,aardwolf,1,3,2016,-28.73879579,27.5634927,Free State,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
12/04/16,aardwolf,12,4,2016,-32.686678,26.107192,Eastern Cape,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
09/03/16,aardwolf,9,3,2016,-28.089549,19.458643,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
13/03/16,aardwolf,13,3,2016,-27.486593,28.825357,Limpopo,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
30/01/16,aardwolf,30,1,2016,-29.86836,24.057625,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
30/01/16,aardwolf,30,1,2016,-29.99304,24.300995,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
12/02/16,aardwolf,12,2,2016,-30.57198,24.062377,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
21/02/16,aardwolf,21,2,2016,-28.84124,24.702538,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
03/03/16,aardwolf,3,3,2016,-29.961928,24.58596,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
12/04/16,aardwolf,12,4,2016,-29.488187,24.285631,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
26/04/16,aardwolf,26,4,2016,-30.421908,26.169772,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
13/05/16,aardwolf,13,5,2016,-29.878838,24.170775,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
28/05/16,aardwolf,28,5,2016,-28.582753,24.770343,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
28/05/16,aardwolf,28,5,2016,-29.185365,24.547346,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
28/05/16,aardwolf,28,5,2016,-29.34064,24.418396,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
28/05/16,aardwolf,28,5,2016,-29.744357,24.121298,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
21/10/16,aardwolf,21,10,2016,-30.5786,23.7486,Northern Cape,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
28/10/16,aardwolf,28,10,2016,-27.409428,28.804602,Not given,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
29/12/16,aardwolf,29,12,2016,-27.925574,28.963531,Not given,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
04/12/16,aardwolf,4,12,2016,-32.4025,20.9119,Northern Cape,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
28/10/16,aardwolf,28,10,2016,-29.59398972,23.0606604,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
08/11/16,aardwolf,8,11,2016,-29.39010188,24.37259505,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
25/11/16,aardwolf,25,11,2016,-30.94118667,24.14136322,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
21/06/16,aardwolf,21,6,2016,-29.0003,25.1224,Free State,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
21/08/16,aardwolf,21,8,2016,-29.1351,25.5728,Free State,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
26/08/16,aardwolf,26,8,2016,-29.1314,25.5306,Free State,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
31/10/16,aardwolf,31,10,2016,-29.4851,24.2883,Northern Cape,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
06/11/16,aardwolf,6,11,2016,-30.5789,23.7455,Northern Cape,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
17/11/16,aardwolf,17,11,2016,-30.3372,23.5967,Northern Cape,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
17/11/16,aardwolf,17,11,2016,-30.306,23.602,Northern Cape,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
26/01/16,african civet,26,1,2016,-22.303274,29.858386,Limpopo,South Africa,No,Paved,Civettictis civetta,Road Collision,Not given
03/02/16,african civet,3,2,2016,-22.97618273,29.29667056,Limpopo,South Africa,No,Not recorded,Civettictis civetta,Road Collision,Not given
05/09/16,african civet,5,9,2016,NA,NA,Limpopo,South Africa,No,Not recorded,Civettictis civetta,Road Collision,Not given
17/07/16,african civet,17,7,2016,NA,NA,Limpopo,South Africa,No,Paved,Civettictis civetta,Road Collision,Not given
15/03/16,african wild cat,15,3,2016,-29.1698,25.333,Free State,South Africa,No,Not recorded,Felis lybica,Road Collision,Not given
15/05/16,african wild cat,15,5,2016,-23.81240706,17.36671739,Hardap Region,Namibia,No,Not recorded,Felis lybica,Road Collision,Not given
27/05/16,african wild cat,27,5,2016,-28.9301,24.6624,Northern Cape,South Africa,No,Not recorded,Felis lybica,Road Collision,Not given
28/05/16,african wild cat,28,5,2016,NA,NA,Not given,South Africa,No,Paved,Felis lybica,Road Collision,Not given
18/12/16,african wild cat,18,12,2016,NA,NA,Not given,South Africa,No,Paved,Felis lybica,Road Collision,Not given
16/08/16,african wild cat,16,8,2016,-27.673635,28.913468,Not given,South Africa,No,Paved,Felis lybica,Road Collision,Not given
16/08/16,african wild cat,16,8,2016,-27.59156,28.851958,Not given,South Africa,No,Paved,Felis lybica,Road Collision,Not given
06/08/16,african wild cat,6,8,2016,-28.06628,29.023145,Not given,South Africa,No,Paved,Felis lybica,Road Collision,Not given
15/05/16,african wild cat,15,5,2016,-23.81240706,17.36671739,Hardap Region,Namibia,No,Not recorded,Felis lybica,Road Collision,Not given
27/05/16,african wild cat,27,5,2016,-28.9301,24.6624,Northern Cape,South Africa,No,Not recorded,Felis lybica,Road Collision,Not given
05/07/16,african wild cat,5,7,2016,-22.63901397,17.0297935,Khomas Region,Namibia,No,Not recorded,Felis lybica,Road Collision,Not given
28/05/16,african wild cat,28,5,2016,NA,NA,Not given,South Africa,Not given,Paved,Felis lybica,Road Collision,Not given
02/01/16,bat-eared fox,2,1,2016,-28.20676646,22.24405052,Northern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
29/01/16,bat-eared fox,29,1,2016,-29.282,24.5911,Free State,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
15/02/16,bat-eared fox,15,2,2016,-29.8083,23.8871,Northern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
15/03/16,bat-eared fox,15,3,2016,-29.2459,24.9271,Free State,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
15/03/16,bat-eared fox,15,3,2016,-29.2479,24.9298,Free State,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
15/03/16,bat-eared fox,15,3,2016,-29.1536,25.3568,Free State,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
06/04/16,bat-eared fox,6,4,2016,-32.5253,18.3505,Western Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
12/04/16,bat-eared fox,12,4,2016,-33.271581,23.857355,Eastern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
12/04/16,bat-eared fox,12,4,2016,-33.271581,23.857355,Eastern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
12/04/16,bat-eared fox,12,4,2016,-33.271581,23.857355,Eastern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
12/04/16,bat-eared fox,12,4,2016,-33.235577,23.7227731,Eastern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
12/04/16,bat-eared fox,12,4,2016,-33.235577,23.7227731,Eastern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
12/04/16,bat-eared fox,12,4,2016,-33.235577,23.7227731,Eastern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
12/04/16,bat-eared fox,12,4,2016,-33.235577,23.7227731,Eastern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
12/04/16,bat-eared fox,12,4,2016,-33.235577,23.7227731,Eastern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
12/04/16,bat-eared fox,12,4,2016,-33.235577,23.7227731,Eastern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
12/04/16,bat-eared fox,12,4,2016,-33.235577,23.7227731,Eastern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
12/04/16,bat-eared fox,12,4,2016,-33.235577,23.7227731,Eastern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
14/05/16,bat-eared fox,14,5,2016,-24.50071928,17.92933514,Hardap Region,Namibia,No,Not recorded,Otocyon megalotis,Road Collision,Not given
05/04/16,bat-eared fox,5,4,2016,NA,NA,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
20/06/16,bat-eared fox,20,6,2016,NA,NA,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
28/03/16,bat-eared fox,28,3,2016,NA,NA,Northern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
07/06/16,bat-eared fox,7,6,2016,NA,NA,Limpopo,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
26/12/16,bat-eared fox,26,12,2016,NA,NA,Not given,South Africa,No,Paved,Otocyon megalotis,Road Collision,Not given
27/01/16,bat-eared fox,27,1,2016,-30.856388,24.253773,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
01/02/16,bat-eared fox,1,2,2016,-30.415454,24.415021,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
12/02/16,bat-eared fox,12,2,2016,-31.29202,24.851278,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
27/02/16,bat-eared fox,27,2,2016,-30.881821,24.229101,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
02/04/16,bat-eared fox,2,4,2016,-29.949842,24.527722,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
02/04/16,bat-eared fox,2,4,2016,-29.567806,24.889128,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
02/04/16,bat-eared fox,2,4,2016,-29.525544,24.910276,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
06/04/16,bat-eared fox,6,4,2016,-29.746122,24.121709,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
25/04/16,bat-eared fox,25,4,2016,-30.54857,25.619028,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
26/04/16,bat-eared fox,26,4,2016,-30.42591,26.113097,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
02/05/16,bat-eared fox,2,5,2016,-31.9242,25.433331,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
11/05/16,bat-eared fox,11,5,2016,-30.499452,24.704431,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
16/05/16,bat-eared fox,16,5,2016,-29.501267,24.272681,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
22/05/16,bat-eared fox,22,5,2016,-30.0481,23.885858,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
05/06/16,bat-eared fox,5,6,2016,-29.952403,24.540268,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
05/06/16,bat-eared fox,5,6,2016,-29.96208,24.586213,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
05/06/16,bat-eared fox,5,6,2016,-29.943695,24.620617,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
05/06/16,bat-eared fox,5,6,2016,-29.812615,24.714386,Not given,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
14/05/16,bat-eared fox,14,5,2016,-24.50071928,17.92933514,Hardap Region,Namibia,No,Not recorded,Otocyon megalotis,Road Collision,Not given
09/06/16,bat-eared fox,9,6,2016,-29.0192,24.6348,Northern Cape,South Africa,No,Not recorded,Otocyon megalotis,Road Collision,Not given
