date,vernacularname,day,month,year,decimallatitude,decimallongitude,province,country,protectedarea,roadsurface,scientificname,incidenttype,habitatgcategory
06/07/17,black-backed jackal,6,7,2017,-29.413547,30.150428,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
06/07/17,black-backed jackal,6,7,2017,-27.142368,28.691443,Free State,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
11/07/17,black-backed jackal,11,7,2017,-27.449332,28.81755,Free State,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
13/07/17,black-backed jackal,13,7,2017,-28.415763,29.405755,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
11/04/17,black-backed jackal,11,4,2017,NA,NA,Not given,South Africa,Not given,Paved,Canis mesomelas,Road Collision,Not given
19/05/17,black-backed jackal,19,5,2017,NA,NA,Not given,South Africa,Not given,Paved,Canis mesomelas,Road Collision,Not given
24/06/17,black-backed jackal,24,6,2017,NA,NA,Not given,South Africa,Not given,Paved,Canis mesomelas,Road Collision,Not given
04/06/17,black-backed jackal,4,6,2017,NA,NA,Not given,South Africa,Not given,Paved,Canis mesomelas,Road Collision,Not given
16/06/17,black-backed jackal,16,6,2017,NA,NA,Not given,South Africa,Not given,Paved,Canis mesomelas,Road Collision,Not given
17/10/17,black-backed jackal,17,10,2017,-26.897818,28.530789,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
17/10/17,black-backed jackal,17,10,2017,-28.179831,29.083586,Free State,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
09/10/17,black-backed jackal,9,10,2017,NA,NA,Not given,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
11/12/17,black-backed jackal,11,12,2017,NA,NA,Limpopo,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
18/12/17,black-backed jackal,18,12,2017,-26.79681,26.16593,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
27/11/17,black-backed jackal,27,11,2017,-27.172664,28.709388,Free State,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
09/03/17,black-backed jackal,9,3,2017,-29.14716687,25.66684279,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
31/03/17,black-backed jackal,31,3,2017,-29.01379302,24.24426898,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
01/04/17,black-backed jackal,1,4,2017,-29.74367927,24.33924265,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
12/04/17,black-backed jackal,12,4,2017,-29.20672499,23.64151355,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
11/05/17,black-backed jackal,11,5,2017,-29.5390927,24.20275225,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
19/05/17,black-backed jackal,19,5,2017,-28.07144748,25.55135195,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
24/05/17,black-backed jackal,24,5,2017,-28.24004007,22.46909749,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
25/05/17,black-backed jackal,25,5,2017,-28.32064138,22.42895799,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
25/05/17,black-backed jackal,25,5,2017,-28.43954723,22.34691158,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
05/07/17,black-backed jackal,5,7,2017,-28.62313927,26.07375615,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
23/07/17,black-backed jackal,23,7,2017,-29.00604867,24.54277244,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
25/07/17,black-backed jackal,25,7,2017,-28.87166137,24.51177195,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
25/07/17,black-backed jackal,25,7,2017,-28.89241922,24.50492796,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
26/07/17,black-backed jackal,26,7,2017,-29.07343944,24.23680894,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
29/07/17,black-backed jackal,29,7,2017,-29.88247658,24.13961685,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
19/03/17,black-backed jackal,19,3,2017,-20.61793493,20.34738524,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
19/03/17,black-backed jackal,19,3,2017,-31.4341842,22.66142516,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
24/03/17,black-backed jackal,24,3,2017,-21.90194931,18.2023714,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
24/03/17,black-backed jackal,24,3,2017,-22.41198242,17.64859874,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
25/03/17,black-backed jackal,25,3,2017,-23.4097877,17.46253604,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
30/03/17,black-backed jackal,30,3,2017,-24.54632688,28.73807513,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
31/03/17,black-backed jackal,31,3,2017,-24.5109,17.934,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
01/04/17,black-backed jackal,1,4,2017,-24.5121,17.9351,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
03/04/17,black-backed jackal,3,4,2017,-29.62134828,26.01010926,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
10/04/17,black-backed jackal,10,4,2017,-26.1056,28.1767,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
14/04/17,black-backed jackal,14,4,2017,-21.06322207,16.0660405,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
17/04/17,black-backed jackal,17,4,2017,-21.22492451,16.02614566,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
18/04/17,black-backed jackal,18,4,2017,-23.977,17.5122,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
21/04/17,black-backed jackal,21,4,2017,-32.9665,19.0133,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
29/04/17,black-backed jackal,29,4,2017,-23.97804436,17.5130291,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
29/04/17,black-backed jackal,29,4,2017,-24.29204859,17.81401952,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
29/04/17,black-backed jackal,29,4,2017,-25.03489075,17.89487307,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
29/04/17,black-backed jackal,29,4,2017,-25.64417243,18.0201265,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
30/04/17,black-backed jackal,30,4,2017,-26.84605406,20.45183651,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
30/04/17,black-backed jackal,30,4,2017,-27.05749927,20.7780679,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
02/05/17,black-backed jackal,2,5,2017,-30.06958938,20.62258953,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
10/06/17,black-backed jackal,10,6,2017,-22.44344646,17.59158047,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
10/06/17,black-backed jackal,10,6,2017,-22.44303918,17.59213317,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
10/06/17,black-backed jackal,10,6,2017,-22.3904545,17.889499,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
20/06/17,black-backed jackal,20,6,2017,-28.3092,28.2812,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
26/06/17,black-backed jackal,26,6,2017,-25.9903,28.0741,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
05/07/17,black-backed jackal,5,7,2017,-26.01221745,28.10886884,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
20/07/17,black-backed jackal,20,7,2017,-28.9579,24.1193,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
20/07/17,black-backed jackal,20,7,2017,-28.952,24.1513,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
20/07/17,black-backed jackal,20,7,2017,-28.9336,24.2503,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
24/07/17,black-backed jackal,24,7,2017,-19.30564002,18.42262245,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
03/08/17,black-backed jackal,3,8,2017,-21.60871301,18.40233715,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
04/09/17,black-backed jackal,4,9,2017,-22.1958,17.0015,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
04/09/17,black-backed jackal,4,9,2017,-21.8976,16.4322,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
17/09/17,black-backed jackal,17,9,2017,-21.97369697,16.35885862,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
14/10/17,black-backed jackal,14,10,2017,-26.57037696,26.74348495,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
15/10/17,black-backed jackal,15,10,2017,-27.5190865,29.21076232,Unknown,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
02/11/17,black-backed jackal,2,11,2017,-20.00930368,15.73669095,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
16/12/17,black-backed jackal,16,12,2017,-22.30932679,19.83006417,Unknown,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
29/12/17,black-backed jackal,29,12,2017,-24.42743561,23.69935454,Unknown,Botswana,No,Not recorded,Canis mesomelas,Road Collision,Not given
24/07/17,brown hyena,24,7,2017,-21.25224228,16.82047639,Unknown,Namibia,No,Not recorded,Hyaena brunnea,Road Collision,Not given
29/12/17,brown hyena,29,12,2017,-22.38088313,21.71132,Unknown,Botswana,No,Not recorded,Hyaena brunnea,Road Collision,Not given
09/05/17,cape clawless otter,9,5,2017,-27.187768,28.716471,Free State,South Africa,No,Paved,Aonyx capensis,Road Collision,Not given
02/07/17,cape clawless otter,2,7,2017,-26.879303,28.508768,Mpumalanga,South Africa,No,Paved,Aonyx capensis,Road Collision,Not given
11/10/17,cape clawless otter,11,10,2017,NA,NA,Western Cape,South Africa,No,Not recorded,Aonyx capensis,Road Collision,Not given
16/09/17,cape clawless otter,16,9,2017,-26.94647,28.564611,Mpumalanga,South Africa,No,Paved,Aonyx capensis,Road Collision,Not given
28/11/17,cape clawless otter,28,11,2017,-26.757854,28.434367,Mpumalanga,South Africa,No,Paved,Aonyx capensis,Road Collision,Not given
05/03/17,cape fox,5,3,2017,-27.224801,28.732408,Free State,South Africa,No,Paved,Vulpes chama,Road Collision,Not given
23/01/17,cape fox,23,1,2017,-31.51101,18.226162,Western Cape,South Africa,No,Unpaved,Vulpes chama,Road Collision,Not given
31/01/17,cape fox,31,1,2017,-31.514762,18.261841,Western Cape,South Africa,No,Unpaved,Vulpes chama,Road Collision,Not given
14/02/17,cape fox,14,2,2017,NA,NA,Western Cape,South Africa,No,Unpaved,Vulpes chama,Road Collision,Not given
28/04/17,cape fox,28,4,2017,-27.06725,28.643101,Free State,South Africa,No,Paved,Vulpes chama,Road Collision,Not given
28/04/17,cape fox,28,4,2017,-27.226535,28.73297,Free State,South Africa,No,Paved,Vulpes chama,Road Collision,Not given
02/09/17,cape fox,2,9,2017,-34.58249167,19.95667778,Western Cape,South Africa,No,Not recorded,Vulpes chama,Road Collision,Not given
30/09/17,cape fox,30,9,2017,-34.57389167,19.93661667,Western Cape,South Africa,No,Not recorded,Vulpes chama,Road Collision,Not given
27/03/17,cape fox,27,3,2017,-29.3997864,23.77425554,Not given,South Africa,No,Not recorded,Vulpes chama,Road Collision,Not given
03/05/17,cape fox,3,5,2017,-30.53250907,24.6375257,Not given,South Africa,No,Not recorded,Vulpes chama,Road Collision,Not given
25/05/17,cape fox,25,5,2017,-28.51451923,22.26145922,Not given,South Africa,No,Not recorded,Vulpes chama,Road Collision,Not given
25/05/17,cape fox,25,5,2017,-28.75473154,22.1320983,Not given,South Africa,No,Not recorded,Vulpes chama,Road Collision,Not given
14/06/17,cape fox,14,6,2017,-30.49735252,24.69524745,Not given,South Africa,No,Not recorded,Vulpes chama,Road Collision,Not given
05/07/17,cape fox,5,7,2017,-29.90620085,24.63681685,Not given,South Africa,No,Not recorded,Vulpes chama,Road Collision,Not given
26/06/17,cape fox,26,6,2017,-32.7392484,22.5790582,Unknown,South Africa,No,Not recorded,Vulpes chama,Road Collision,Not given
02/09/17,cape fox,2,9,2017,-22.1297,16.9748,Unknown,Namibia,No,Not recorded,Vulpes chama,Road Collision,Not given
29/01/17,caracal,29,1,2017,NA,NA,Mpumalanga,South Africa,Yes,Paved,Caracal caracal,Road Collision,Not given
11/05/17,caracal,11,5,2017,-29.088667,29.924496,KwaZulu-Natal,South Africa,No,Paved,Caracal caracal,Road Collision,Not given
05/05/17,caracal,5,5,2017,-26.843956,28.475727,Mpumalanga,South Africa,No,Paved,Caracal caracal,Road Collision,Not given
18/05/17,caracal,18,5,2017,-28.453057,29.550694,KwaZulu-Natal,South Africa,No,Paved,Caracal caracal,Road Collision,Not given
06/06/17,caracal,6,6,2017,-26.794122,28.452702,Mpumalanga,South Africa,No,Paved,Caracal caracal,Road Collision,Not given
10/04/17,cheetah,10,4,2017,NA,NA,Not given,Tanzania,Yes,Not recorded,Acinonyx jubatus,Road Collision,Not given
11/05/17,cheetah,11,5,2017,NA,NA,Limpopo,South Africa,No,Not recorded,Acinonyx jubatus,Road Collision,Not given
11/03/17,dwarf mongoose,11,3,2017,-26.702475,28.401275,Mpumalanga,South Africa,No,Paved,Helogale parvula,Road Collision,Not given
08/04/17,dwarf mongoose,8,4,2017,NA,NA,Not given,South Africa,Not given,Paved,Helogale parvula,Road Collision,Not given
28/08/17,dwarf mongoose,28,8,2017,-25.08041743,31.5463048,Unknown,South Africa,No,Not recorded,Helogale parvula,Road Collision,Not given
08/10/17,egyptian mongoose,8,10,2017,-34.569875,20.048794440000002,Western Cape,South Africa,No,Not recorded,Herpestes ichneumon,Road Collision,Not given
26/09/17,egyptian mongoose,26,9,2017,-34.60607778,19.92225278,Western Cape,South Africa,No,Not recorded,Herpestes ichneumon,Road Collision,Not given
10/04/17,egyptian mongoose,10,4,2017,-29.45581637,22.20282291,Not given,South Africa,No,Not recorded,Herpestes ichneumon,Road Collision,Not given
13/08/17,egyptian mongoose,13,8,2017,-28.96145198,26.36131782,Not given,South Africa,No,Not recorded,Egyptian Mongoose,Road Collision,Not given
23/03/17,honey badger,23,3,2017,-26.53166,27.31529,Gauteng,South Africa,No,Paved,Mellivora capensis,Road Collision,Not given
17/04/17,honey badger,17,4,2017,-34.08719044,21.01011501,Unknown,South Africa,No,Not recorded,Mellivora capensis,Road Collision,Not given
17/04/17,honey badger,17,4,2017,-34.10397188,20.74319869,Unknown,South Africa,No,Not recorded,Mellivora capensis,Road Collision,Not given
20/04/17,large-spotted genet,20,4,2017,NA,NA,Limpopo,South Africa,No,Paved,Genetta tigrina,Road Collision,Not given
27/05/17,large-spotted genet,27,5,2017,-13.111072,31.799209,Mfuwe,Zambia,No,Not recorded,Genetta tigrina,Road Collision,Not given
09/07/17,large-spotted genet,9,7,2017,NA,NA,Mpumalanga,South Africa,No,Paved,Genetta tigrina,Road Collision,Not given
22/08/17,large-spotted genet,22,8,2017,-34.57045556,20.04962778,Western Cape,South Africa,No,Not recorded,Genetta tigrina,Road Collision,Not given
09/03/17,large-spotted genet,9,3,2017,-34.59499444,19.98335278,Western Cape,South Africa,No,Not recorded,Genetta tigrina,Road Collision,Not given
11/09/17,large-spotted genet,11,9,2017,-34.5761005,20.0208801,Western Cape,South Africa,No,Not recorded,Genetta tigrina,Road Collision,Not given
17/02/17,leopard,17,2,2017,NA,NA,Eastern Cape,South Africa,Yes,Paved,Panthera pardus,Road Collision,Not given
25/04/17,leopard,25,4,2017,-32.242419,18.852456,Western Cape,South Africa,No,Paved,Panthera pardus,Road Collision,Not given
16/02/17,leopard,16,2,2017,-33.611685,19.10645,Western Cape,South Africa,No,Paved,Panthera pardus,Road Collision,Not given
30/04/17,mongoose,30,4,2017,-26.9718188,20.74635078,Unknown,South Africa,No,Not recorded,Herpestidae,Road Collision,Not given
01/01/17,serval,1,1,2017,NA,NA,Not given,South Africa,No,Paved,Leptailurus serval,Road Collision,Grassland
02/01/17,serval,2,1,2017,-29.446914,30.177713,Not given,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
17/01/17,serval,17,1,2017,-28.94548,29.791191,Not given,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
09/07/17,serval,9,7,2017,NA,NA,Mpumalanga,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
27/05/17,serval,27,5,2017,-13.111072,31.799209,Not given,Zambia,No,Not recorded,Leptailurus serval,Road Collision,Not given
20/03/17,serval,20,3,2017,-26.789133,28.450372,Mpumalanga,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
23/04/17,serval,23,4,2017,-29.270016,30.023984,KwaZulu-Natal,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
18/05/17,serval,18,5,2017,-29.249644,30.019678,KwaZulu-Natal,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
19/05/17,serval,19,5,2017,-29.280676,30.029324,KwaZulu-Natal,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
19/05/17,serval,19,5,2017,-29.295814,30.035632,KwaZulu-Natal,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
18/05/17,serval,18,5,2017,-27.548878,28.837283,Free State,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
02/05/17,serval,2,5,2017,-27.586783,28.849034,Free State,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
06/05/17,serval,6,5,2017,-27.440632,28.814837,Free State,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
28/06/17,serval,28,6,2017,-28.742976,29.652722,KwaZulu-Natal,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
26/07/17,serval,26,7,2017,-29.149524,29.969929,KwaZulu-Natal,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
18/07/17,serval,18,7,2017,-26.804103,28.457362,Mpumalanga,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
18/09/17,serval,18,9,2017,-26.802363,28.456306,Mpumalanga,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
17/08/18,serval,18,8,2017,NA,NA,Free State,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
25/10/17,serval,25,10,2017,-29.098572,29.941333,KwaZulu-Natal,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
12/10/17,serval,12,10,2017,-27.369538,28.791666,Free State,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
22/10/17,serval,22,10,2017,-27.147042,28.694505,Free State,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
26/10/17,serval,26,10,2017,-26.597455,28.389804,Gauteng,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
07/11/17,serval,7,11,2017,-26.674467,28.392515,Mpumalanga,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
02/11/17,serval,2,11,2017,-26.644179,28.388885,Mpumalanga,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
12/11/17,serval,12,11,2017,-26.642589,28.389074,Mpumalanga,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
11/04/17,serval,11,4,2017,-29.3505,30.0024,Unknown,South Africa,No,Not recorded,Leptailurus serval,Road Collision,Not given
25/03/17,serval,25,3,2017,NA,NA,Not given,South Africa,Not given,Paved,Leptailurus serval,Road Collision,Not given
12/08/17,serval,12,8,2017,NA,NA,Not given,South Africa,Not given,Paved,Leptailurus serval,Road Collision,Not given
23/02/17,slender mongoose,23,2,2017,-26.762059,29.923747,Mpumalanga,South Africa,No,Paved,Galerella sanguinea,Road Collision,Not given
21/10/17,slender mongoose,21,10,2017,-26.881758,28.512015,Mpumalanga,South Africa,No,Paved,Galerella sanguinea,Road Collision,Not given
24/11/17,slender mongoose,24,11,2017,-26.03399,28.47172,Gauteng,South Africa,No,Paved,Galerella sanguinea,Road Collision,Not given
31/12/17,slender mongoose,31,12,2017,-26.00831,27.82857,Gauteng,South Africa,No,Paved,Galerella sanguinea,Road Collision,Not given
15/02/17,small-spotted genet,15,2,2017,-26.4722,27.1162,North West,South Africa,No,Paved,Genetta genetta,Road Collision,Not given
03/02/17,small-spotted genet,3,2,2017,-32.6649,18.973,Not given,South Africa,Not given,Not recorded,Genetta genetta,Road Collision,Not given
14/11/17,small-spotted genet,14,11,2017,NA,NA,North West,South Africa,No,Paved,Genetta genetta,Road Collision,Not given
20/03/17,small-spotted genet,20,3,2017,NA,NA,Not given,South Africa,Not given,Paved,Genetta genetta,Road Collision,Not given
23/05/17,small-spotted genet,23,5,2017,NA,NA,Not given,South Africa,Not given,Paved,Genetta genetta,Road Collision,Not given
22/09/17,small-spotted genet,22,9,2017,NA,NA,Not given,South Africa,No,Paved,Genetta genetta,Road Collision,Not given
23/05/17,small-spotted genet,23,5,2017,-25.81881,23.52583,Mpumalanga,South Africa,Yes,Paved,Genetta genetta,Road Collision,Savannah
18/07/17,small-spotted genet,18,7,2017,-26.83123,28.88883,Mpumalanga,South Africa,No,Paved,Genetta genetta,Road Collision,Not given
24/03/17,small-spotted genet,24,3,2017,-26.33623545,25.06382095,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
03/05/17,small-spotted genet,3,5,2017,-31.07017358,25.32017207,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
19/05/17,small-spotted genet,19,5,2017,-27.84638936,25.8809363,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
19/05/17,small-spotted genet,19,5,2017,-27.84651738,25.87913776,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
28/07/17,small-spotted genet,28,7,2017,-29.06984524,24.68332864,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
30/08/17,small-spotted genet,30,8,2017,-31.20617345,23.97613588,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
07/09/17,small-spotted genet,7,9,2017,-32.03418013,27.07140508,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
26/09/17,small-spotted genet,26,9,2017,-31.93200434,25.45292715,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
02/10/17,small-spotted genet,2,10,2017,-29.36799659,22.1067622,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
02/10/17,small-spotted genet,2,10,2017,-29.36799659,22.1067622,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
02/10/17,small-spotted genet,2,10,2017,-29.36799659,22.1067622,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
26/10/17,small-spotted genet,26,10,2017,-29.20312391,25.28282874,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
26/10/17,small-spotted genet,26,10,2017,-29.0938818,25.26219514,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
21/11/17,small-spotted genet,21,11,2017,-29.86642107,24.41702473,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
21/11/17,small-spotted genet,21,11,2017,-29.44545386,25.0734318,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
21/11/17,small-spotted genet,21,11,2017,-29.86642107,24.41702473,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
21/11/17,small-spotted genet,21,11,2017,-29.44545386,25.0734318,Not given,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
22/05/17,small-spotted genet,22,5,2017,-29.4125,25.0174,Unknown,South Africa,No,Not recorded,Genetta genetta,Road Collision,Not given
05/07/17,small-spotted genet,5,7,2017,-15.11896667,27.29065167,Unknown,Zambia,No,Not recorded,Genetta genetta,Road Collision,Not given
13/08/17,small-spotted genet,13,8,2017,NA,NA,Not given,South Africa,Not given,Paved,Genetta genetta,Road Collision,Not given
01/03/17,striped polecat,1,3,2017,-28.8208,24.7081,Not given,South Africa,Not given,Not recorded,Ictonyx striatus,Road Collision,Not given
21/09/17,striped polecat,21,9,2017,-26.626156,28.388519,Mpumalanga,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
02/10/17,striped polecat,2,10,2017,-26.48028,29.53856,Mpumalanga,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
02/10/17,striped polecat,2,10,2017,-26.5099,29.7814,Mpumalanga,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
05/10/17,striped polecat,5,10,2017,-26.2814,30.20714,Mpumalanga,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
27/09/17,striped polecat,27,9,2017,-25.98147,30.01634,Mpumalanga,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
21/10/17,striped polecat,21,10,2017,-27.164422,28.705258,Free State,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
07/05/17,striped polecat,7,5,2017,-34.62224444,19.81391111,Western Cape,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
21/07/17,striped polecat,21,7,2017,-34.59569444,19.97067778,Western Cape,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
09/08/17,striped polecat,9,8,2017,-34.63976944,19.84410278,Western Cape,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
23/10/17,striped polecat,23,10,2017,-34.5983,19.9475,Western Cape,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
16/12/17,striped polecat,16,12,2017,-23.04193,29.27386,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
30/12/17,striped polecat,30,12,2017,-33.584,NA,Western Cape,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
06/07/17,striped polecat,6,7,2017,-26.40116,29.46346,Mpumalanga,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
26/08/17,striped polecat,26,8,2017,-26.727711,29.624605,Mpumalanga,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
03/02/17,striped polecat,3,2,2017,-29.5815083,22.44473676,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
03/02/17,striped polecat,3,2,2017,-29.30519914,23.46359336,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
09/03/17,striped polecat,9,3,2017,-29.39699048,25.02139653,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
09/03/17,striped polecat,9,3,2017,-29.80356676,27.02596038,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
10/03/17,striped polecat,10,3,2017,-30.92949315,26.23623749,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
10/03/17,striped polecat,10,3,2017,-30.7109982,25.15135623,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
14/03/17,striped polecat,14,3,2017,-27.25473393,23.04431868,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
24/03/17,striped polecat,24,3,2017,-29.73981128,24.12019321,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
27/03/17,striped polecat,27,3,2017,-29.45897444,23.87301202,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
27/03/17,striped polecat,27,3,2017,-29.29303936,23.69966481,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
27/03/17,striped polecat,27,3,2017,-28.84313498,23.7429831,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
