unique_code,vm_number,sp_code,collection,basis_of_record,collector,country,state_prov,locality,coords_unc,Year,month,day,order,family,genus,species,taxon_name,common_nam,red_data_s,url,decimallat,decimallon
79734,134327,550,CAS,Voucher,NA,South Africa,Western Cape,3.5 km W of Darling on Hwy,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-134327,-33.375,18.375
79735,134332,550,CAS,Voucher,NA,South Africa,Western Cape,"ca 3 km S of Touwsrivier, Farm Spes Bona",centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-134332,-33.375,20.125
79736,115109,550,CAPENATURE,voucher,W.R. Branch,South Africa,Western Cape,"Matroosberg, slopes between ski huts and conical peak.","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115109,-33.37222222,19.66194444
79737,115143,550,CAPENATURE,voucher,W.R. Branch,South Africa,Western Cape,"Matroosberg, slopes between ski huts and conical peak.","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115143,-33.37222222,19.66194444
79738,115144,550,CAPENATURE,voucher,W.R. Branch,South Africa,Western Cape,"Matroosberg, slope between ski huts & conical peak.","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115144,-33.37222222,19.66194444
79739,115096,550,CAPENATURE,voucher,M.Burger,South Africa,Western Cape,"Anysberg Nature Reserve, Klein Spreeufontein.","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115096,-33.37,20.65166667
79740,115140,550,CAPENATURE,voucher,W.R. Branch,South Africa,Western Cape,"Matroosberg ski club huts, nw slopes.","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115140,-33.36972222,19.66472222
79741,96025,550,CUN-HEN,tissue,"MJC,CLH",South Africa,Western Cape,"Matroosberg 4x4 trail, abseiling point","degree, minute and integer second",2005,12,19,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-96025,-33.36916667,19.6475
79742,99789,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Yzerfonteinrant,"degree, minute and integer second",1983,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99789,-33.36472222,18.16666667
79743,99790,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Yzerfonteinrant,"degree, minute and integer second",1983,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99790,-33.36472222,18.16666667
79744,115285,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Yzerfonteinrant,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115285,-33.36472222,18.16666667
79745,115286,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Yzerfonteinrant,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115286,-33.36472222,18.16666667
79746,115106,550,CAPENATURE,voucher,A.E. van der Walt,South Africa,Western Cape,"Gamkaskloof (Die Hel), near foreman's house","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115106,-33.3625,21.62611111
79747,151956,550,ReptileMAP-VM,VMUS,Bester Paul,South Africa,Western Cape,Riebeek Kasteel Mountains/Kasteelberg NR,Google Map zoom-level: 15,2014,8,16,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-151956,-33.36001739,18.8481617
79748,99812,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Bonteberg, Darling District","degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99812,-33.35583333,18.3375
79749,99813,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Bonteberg, Darling District","degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99813,-33.35583333,18.3375
79750,99814,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Bonteberg, Darling District","degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99814,-33.35583333,18.3375
79751,115306,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Bonteberg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115306,-33.35583333,18.3375
79752,115307,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Bonteberg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115307,-33.35583333,18.3375
79753,115308,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Bonteberg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115308,-33.35583333,18.3375
79754,115377,550,CAPENATURE,voucher,H. James,South Africa,Western Cape,Swartberg Nature Reserve,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115377,-33.35527778,21.72333333
79755,584,550,ReptileMAP-VM,VMUS,Els J.C.,South Africa,Western Cape,Swartberg; Oudtshoorn; Western Cape.,0-250 m,2005,9,12,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-584,-33.35083333,21.98833333
79756,585,550,ReptileMAP-VM,VMUS,Els J.C.,South Africa,Western Cape,Swartberg; Oudtshoorn; Western Cape.,0-250 m,2005,9,12,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-585,-33.35083333,21.98833333
79757,115456,550,CAPENATURE,voucher,J Jafta,South Africa,Western Cape,Swartberg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115456,-33.34666667,21.90833333
79758,471,550,ReptileMAP-VM,VMUS,Els J.C.,South Africa,Western Cape,Swartberg; Oudtshoorn; Western Cape.,0-250 m,2005,3,12,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-471,-33.34611111,22.18333333
79759,451,550,ReptileMAP-VM,VMUS,Els J.C.,South Africa,Western Cape,Swartberg; Oudtshoorn; Western Cape.,0-250 m,2004,10,15,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-451,-33.34583333,22.18333333
79760,115233,550,CAPENATURE,voucher,WF Purcell,South Africa,Western Cape,Touws River,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115233,-33.34166667,20.02972222
79761,115246,550,CAPENATURE,voucher,WF Purcell,South Africa,Western Cape,"Touws River, Cape Colony","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115246,-33.34166667,20.02972222
79762,52035,550,PEM,Voucher,W. R. Branch and M. S. Branch,South Africa,Western Cape,Bottom of Mooikloof,"degree, minute and integer second",1992,11,20,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-52035,-33.34111111,22.30083333
79763,52036,550,PEM,Voucher,W. R. Branch and M. S. Branch,South Africa,Western Cape,Bottom of Mooikloof,"degree, minute and integer second",1992,11,20,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-52036,-33.34111111,22.30083333
79764,115158,550,CAPENATURE,voucher,W. R. Branch and M. S. Branch,South Africa,Western Cape,Bottom of Mooikloof,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115158,-33.34111111,22.30083333
79765,115159,550,CAPENATURE,voucher,W. R. Branch and M. S. Branch,South Africa,Western Cape,Bottom of Mooikloof,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115159,-33.34111111,22.30083333
79766,115133,550,CAPENATURE,voucher,A.L. de Villiers,South Africa,Western Cape,"West of Matroosberg, Hex River Mountains","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115133,-33.33833333,19.60027778
79767,22444,550,TM,voucher,WD Haacke,South Africa,Western Cape,Swartberg,degree and integer minute,0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22444,-33.33333333,22.11666667
79768,52037,550,PEM,Voucher,W R Branch,South Africa,Western Cape,"8.3km East of Gouekrans hiking hut, Swartberg","degree, minute and integer second",1991,10,18,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-52037,-33.33333333,22.3
79769,115115,550,CAPENATURE,voucher,NULL,South Africa,Western Cape,"8.3km E Gouekrans hiking hut, Swartberg","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115115,-33.33333333,22.3
79770,115453,550,CAPENATURE,voucher,J Jafta,South Africa,Western Cape,Swartberg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115453,-33.32666667,22.15888889
79771,539,550,ReptileMAP-VM,VMUS,Els J.C.,South Africa,Western Cape,Swartberg; Oudtshoorn; Western Cape.,0-250 m,2005,8,10,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-539,-33.31777778,22.04305556
79772,567,550,ReptileMAP-VM,VMUS,Els J.C.,South Africa,Western Cape,Swartberg; Oudtshoorn; Western Cape.,0-250 m,2005,8,22,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-567,-33.3175,22.04
79773,568,550,ReptileMAP-VM,VMUS,Els J.C.,South Africa,Western Cape,Swartberg; Oudtshoorn; Western Cape.,0-250 m,2005,8,22,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-568,-33.3175,22.04
79774,569,550,ReptileMAP-VM,VMUS,Els J.C.,South Africa,Western Cape,Swartberg; Oudtshoorn; Western Cape.,0-250 m,2005,8,22,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-569,-33.3175,22.04
79775,570,550,ReptileMAP-VM,VMUS,Els J.C.,South Africa,Western Cape,Swartberg; Oudtshoorn; Western Cape.,0-250 m,2005,8,22,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-570,-33.3175,22.04
79776,571,550,ReptileMAP-VM,VMUS,Els J.C.,South Africa,Western Cape,Swartberg; Oudtshoorn; Western Cape.,0-250 m,2005,8,22,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-571,-33.3175,22.04
79777,52033,550,PEM,Voucher,W R Branch,South Africa,Western Cape,"Gouekrans hiking hut, Swartberg","degree, minute and integer second",1991,10,21,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-52033,-33.3,22.23333333
79778,52034,550,PEM,Voucher,W R Branch,South Africa,Western Cape,"Gouekrans hiking hut, Swartberg","degree, minute and integer second",1991,10,15,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-52034,-33.3,22.23333333
79779,115150,550,CAPENATURE,voucher,W R Branch,South Africa,Western Cape,"Gouekrans hiking hut, Swartberg","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115150,-33.3,22.23333333
79780,115152,550,CAPENATURE,voucher,W R Branch,South Africa,Western Cape,"Gouekrans hiking hut, Swartberg","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115152,-33.3,22.23333333
79781,4396,550,ReptileMAP-VM,VMUS,Hardaker T. & Hardaker M.,South Africa,Western Cape,Swartberg Pass,NA,2008,0,23,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-4396,-33.29388889,22.05111111
79782,99815,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Kanonberg, Malmesbury District","degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99815,-33.26805556,18.74777778
79783,99816,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Kanonberg, Malmesbury District","degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99816,-33.26805556,18.74777778
79784,115309,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Malmesbury distrik. Kanonberg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115309,-33.26805556,18.74777778
79785,115310,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Malmesbury distrik. Kanonberg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115310,-33.26805556,18.74777778
79786,99779,550,JEM,voucher,leF Mouton,South Africa,Western Cape,Hottentotskloof,"degree, minute and integer second",1982,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99779,-33.25416667,19.60805556
79787,99780,550,JEM,voucher,leF Mouton,South Africa,Western Cape,Hottentotskloof,"degree, minute and integer second",1982,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99780,-33.25416667,19.60805556
79788,99781,550,JEM,voucher,leF Mouton,South Africa,Western Cape,"Hottentotskloof, in klipskeur aan suidekant van berg","degree, minute and integer second",1982,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99781,-33.25416667,19.60805556
79789,115223,550,CAPENATURE,voucher,leF Mouton,South Africa,Western Cape,Hottentotskloof,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115223,-33.25416667,19.60805556
79790,115224,550,CAPENATURE,voucher,leF Mouton,South Africa,Western Cape,Hottentotskloof,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115224,-33.25416667,19.60805556
79791,115305,550,CAPENATURE,voucher,leF Mouton,South Africa,Western Cape,Hottentotskloof,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115305,-33.25416667,19.60805556
79792,6670,550,ReptileMAP-VM,VMUS,Gwynne-Evans D.,South Africa,Western Cape,NE of Touwsrivier going into Tanqua Karoo,unknown,2000,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-6670,-33.25,20.08333333
79793,22424,550,TM,voucher,J VISSER,South Africa,Western Cape,"Matjiesfontein, 2 miles",degree and integer minute,1965,7,17,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22424,-33.25,20.58333333
79794,22429,550,TM,voucher,WD Haacke,South Africa,Western Cape,"Matjiesfontein, 27 KM N",degree and integer minute,0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22429,-33.25,20.58333333
79795,22430,550,TM,voucher,WD Haacke,South Africa,Western Cape,Matjiesfontein 27 KM N,degree and integer minute,0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22430,-33.25,20.58333333
79796,22442,550,TM,voucher,S ENDRODY YOUNGA,South Africa,Western Cape,Matjiesfontein Radio Tower,degree and integer minute,0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22442,-33.25,20.58333333
79797,1691,550,ReptileMAP-VM,VMUS,Dorse C. & van Rooyen S.,South Africa,Western Cape,Gydo Pass; Ceres,0-250 m,2006,9,3,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-1691,-33.23277778,19.32611111
79798,7846,550,ReptileMAP-VM,VMUS,Hardaker T. &,South Africa,Western Cape,West Coast National Park,Google Map zoom-level: 14,2012,9,29,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-7846,-33.22203105,18.13872814
79799,115464,550,CAPENATURE,voucher,A. Meyer,South Africa,Western Cape,Kareekloof,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115464,-33.14555556,19.66777778
79800,99800,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Goudmyn se berg, Morreesburg District.","degree, minute and integer second",1983,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99800,-33.13138889,18.69138889
79801,115215,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Morreesburg distrik. Goudmyn se Berg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115215,-33.13138889,18.69138889
79802,74507,550,SARCA-LIT,literature,NA,South Africa,Western Cape,NA,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-74507,-33.125,18.125
79803,74516,550,SARCA-LIT,literature,NA,South Africa,Western Cape,NA,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-74516,-33.125,19.375
79804,74528,550,SARCA-LIT,literature,NA,South Africa,Western Cape,NA,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-74528,-33.125,20.625
79805,74532,550,SARCA-LIT,literature,NA,South Africa,Western Cape,NA,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-74532,-33.125,22.125
79806,93994,550,JD-VISSER,voucher,NA,South Africa,Western Cape,Matjesfontein,centroid of 15x15 minute grid (QDS),1982,6,13,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-93994,-33.125,20.625
79807,94000,550,JD-VISSER,voucher,NA,South Africa,Western Cape,Langebaan,centroid of 15x15 minute grid (QDS),1983,10,20,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-94000,-33.125,18.125
79808,115168,550,CAPENATURE,voucher,WF Purcell,South Africa,Western Cape,Prince Albert-Poort [3322AA?],"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115168,-33.125,22.125
79809,115169,550,CAPENATURE,voucher,WF Purcell,South Africa,Western Cape,Prince Albert-Poort [3322AA?],"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115169,-33.125,22.125
79810,115170,550,CAPENATURE,voucher,WF Purcell,South Africa,Western Cape,Prince Albert-Poort [3322AA?],"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115170,-33.125,22.125
79811,115232,550,CAPENATURE,voucher,WF Purcell,South Africa,Western Cape,Prince Albert-Poort [3322AA?],"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115232,-33.125,22.125
79812,134955,550,A-TURNER,photo,A. A. Turner,South Africa,Western Cape,Kersbosfontein near Hopefield,"degree, minute and integer second",1998,9,30,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-134955,-33.09722222,18.35916667
79813,99824,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Rusoord, Morreesburg District","degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99824,-33.09583333,18.73388889
79814,99825,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Rusoord, Morreesburg District","degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99825,-33.09583333,18.73388889
